Symbol,baseMean,log2FoldChange,padj
Ess2,457.646286,0.042108174,0.7587681
Slc25a1,9372.144595,0.197612125,0.781697104
Dgcr6,1168.602721,0.081809194,0.650773761
Ddr1,1601.246363,-0.226279218,0.274436537
Ier3,196.6021593,0.287814522,0.613147679
Fosb,176.2369181,1.666227425,0.210315185
Klc4,379.0070174,0.146391694,0.266586997
Ercc1,550.1906675,-0.144689617,0.224759484
Cyp17a1,2.616367327,-0.068203128,
As3mt,175.514457,0.189801704,0.713846421
Homer3,786.9901919,-0.009511147,0.962444348
Crtc1,593.3591309,0.081308949,0.502182509
Rnf215,446.8488836,-0.135347816,0.360638226
Sec14l2,19.07173447,-0.627492619,
Aven,260.5730266,-0.00948878,0.973961856
Cp,4670.311226,-0.168304353,0.661996839
Crot,1310.957764,-0.121378132,0.573133103
Rps6ka1,326.3632465,0.283432823,0.174584928
Calb2,1.56409966,3.505847456,
Snrnp200,3042.983445,-0.057703032,0.74741084
Ciao1,1029.493594,0.015864165,0.929565981
Has1,42.58783978,0.829916469,0.128326014
Taf6l,233.1867529,0.068457187,0.798407418
Insig2,1023.665358,0.108054795,0.486110412
Kpna6,2342.741702,0.176493373,0.349608734
Man1a,3699.215903,-0.051856241,0.768473491
Itpkc,312.459462,0.369570656,0.041591646
Coq8b,1071.269977,0.16962866,0.57299732
Brd8,809.2686981,-0.059925375,0.697611953
Kif20a,283.5596677,-0.131656056,0.400844399
Farsa,537.0597319,0.102836436,0.494927184
Gcdh,974.3048305,-0.030791617,0.889827961
Mast2,1980.743037,0.182425342,0.595292583
Dnase2a,411.8603419,0.046039977,0.923221221
Rad23a,2109.890658,0.099810467,0.699367309
Calr,10410.96592,-0.148617434,0.377610322
Syce2,44.51314662,0.110537074,0.834959193
Nfat5,2142.495728,0.091443075,0.584242158
Nob1,342.1252087,0.227248761,0.100523232
Nqo1,178.248611,0.383019281,0.274468454
Ppfia3,74.38545197,-0.285831332,0.653896851
Gys1,6763.901646,0.364896813,0.110646548
Ruvbl2,1050.304752,0.031982261,0.891717621
Lin7b,11.38919547,0.212355131,
Bax,557.9204173,0.061109607,0.763749788
Il7r,20.24586557,0.469012897,0.554580899
Tfam,482.2012673,0.12593824,0.502363261
Zfp81,148.5944844,-0.078232374,0.746345045
Efnb3,20.61551539,-0.175398315,0.855395781
Mmd,21331.47374,-0.214963261,0.400844399
Hlf,1157.735716,0.150502029,0.634079796
Fam162a,519.4180354,-0.026145727,0.918214696
Rpl8,7002.0924,0.041409998,0.730669958
Grm3,0.399479148,2.10351228,
Ssbp2,521.465408,0.080727034,0.695042163
Fancl,249.6710145,-0.059458277,0.778601349
Brinp2,0.89441253,-1.064871521,
Gstm5,644.4418682,0.341361482,0.047305689
Gstm7,141.1661946,0.117185224,0.799184911
Gstm3,22.76574653,0.158021644,0.740431868
Stat3,4068.456077,0.074144084,0.523639045
Stat5a,1775.243827,0.215900798,0.357221681
Cavin1,24773.93596,-0.371546962,0.025835254
Map3k11,1396.97219,-0.022660826,0.908219653
Akt2,10420.31138,-0.101012752,0.707751623
Dnaja3,1780.508999,0.094704954,0.669314038
Hmox2,1188.698429,0.008329743,0.964467943
Cdip1,2752.32715,0.205529071,0.157658648
Map3k20,1513.796212,0.77423191,0.311607887
Cwc15,1253.655768,-0.107668989,0.451786945
Col5a3,12943.60877,-0.190658439,0.583123515
Dnmt1,542.9690336,-0.167798946,0.283620273
Ppan,439.2257056,-0.019463518,0.969894917
Angptl2,6937.672937,-0.331550208,0.109466889
Cacna1e,157.4768343,-0.539011049,0.717329356
Cacna1b,5.492519273,-0.548665352,
Trmt10a,128.5453768,-0.096716038,0.737960633
Etv1,109.8424564,-0.199895134,0.484798444
Kifc2,286.4098676,0.232993932,0.092718822
Psap,34301.27538,-0.036028647,0.818037551
Ikbkg,1251.917121,0.029863608,0.839025542
Wars2,189.0411784,0.071275659,0.733541716
Atn1,4409.144511,-0.042696764,0.838281397
Phb2,3190.31874,0.060897282,0.764241314
Ptpn6,237.8296446,-0.110342654,0.799891373
Eno2,94.04395931,-0.282372833,0.576006669
Emg1,746.953525,0.167554483,0.251004198
Lpcat3,1701.258136,-0.021130971,0.963915148
Atp6v1f,1211.400013,0.019209246,0.918437733
Il12b,1.610772007,0.016330438,
Clcn5,319.3272063,0.137488078,0.474115549
Clcn3,922.1676626,0.014394339,0.939953235
Hif3a,106.295828,-0.349484119,0.55783216
Gpx6,0.078829579,-0.315163641,
Gpx5,0.35501005,-1.989820484,
Pde1c,5.572035818,0.866272542,
Utp20,544.1965431,-0.316102374,0.093173808
Spic,13.56505956,-0.301015432,
9330159F19Rik,421.4543419,0.626427809,0.175957352
Cul3,2640.042722,0.327609699,0.274468454
Sst,0.084424089,0.577922156,
Il11,6.965254004,-0.246955843,
Large1,678.6199621,0.114300257,0.5871468
Ddx56,713.9132545,0.000744275,0.999283571
Tmed4,1640.804152,0.027606621,0.778223594
Col26a1,5.194106515,-0.088405297,
Bid,570.7842049,0.046569402,0.888546275
Ralb,1170.122746,-0.092997608,0.520156524
Ppp1cc,1233.038418,0.116582469,0.472014675
Dnajb11,958.6014094,-0.102600478,0.462626791
Tbccd1,413.537711,-0.215649181,0.031910387
Clec11a,99.59471435,-0.214146971,0.556711366
Zfp324,284.1234423,-0.025867731,0.928082264
Gab2,987.9989289,0.01487598,0.955783448
Coro1c,1279.119095,-0.10712764,0.680176837
Tax1bp1,4291.732649,-0.061316675,0.662937607
Psg17,0.30395413,0.921430852,
Ctse,57.27393434,-1.529240927,0.437668301
Ndrg2,10272.87312,0.519627396,0.27361842
Mettl17,360.6181274,-0.074411441,0.63932335
Arhgef40,1998.054139,-0.1151902,0.411444373
Pnpla6,771.4339075,0.041776744,0.81411239
Mcoln1,1196.60086,0.067208955,0.521501903
Arhgef18,958.1295284,-0.079461649,0.38201482
Pkn2,1742.745671,-0.03252508,0.84087353
Cd33,266.9132149,0.491497885,0.056306368
Etfb,3560.349442,-0.114944535,0.653351702
Nkg7,28.63518193,0.542943976,0.537919494
Stxbp2,763.3346721,0.120045647,0.464068558
Pcp2,23.54067623,-0.177273927,0.726207252
Sgce,1798.941602,-0.330207766,0.010943333
Chn2,72.43979501,-0.207350164,0.576975412
Wwox,345.4729447,-0.024173905,0.904562735
Slbp,387.3375836,0.098725582,0.634739313
Tyr,4.398107628,1.425234234,
Aqp1,6939.335152,-0.036660566,0.920267884
Arid3b,150.2345543,0.256046669,0.159420306
Cnn2,835.4863495,-0.293959294,0.354323306
Polr2e,842.1585531,0.052397086,0.695989313
Abca13,0.149967359,-0.796054839,
Myo9b,1342.685606,-0.104382642,0.448939458
Hdac9,171.9889221,-0.205600588,0.541955805
Ly9,67.33510651,-0.172057232,0.79450996
Cd244a,16.73917761,-0.097747173,
Adgre1,612.8567958,-0.206433683,0.573519389
Mtfp1,203.918932,0.687541258,0.082261522
Rab23,285.6164529,0.150103617,0.453515916
Rab11a,1441.38807,-0.037769477,0.808971006
Eif2b2,596.0977626,-0.055353225,0.78071587
Dlst,5634.326079,0.114235116,0.608565184
Pgf,37.12088007,-0.237263307,0.631077783
Ulk2,2413.382506,-0.002519936,0.994480104
Ccl24,322.4300543,0.273968528,0.402607082
Dgkq,614.0248269,0.070727845,0.574707582
Grap,256.9236171,-0.052805627,0.818117819
Pou1f1,0.600912592,1.379444592,
Chmp2b,900.7951058,-0.103384544,0.30747894
Plod3,2625.930999,-0.334429613,0.028980028
Ap1s1,1260.605417,-0.243571594,0.225273762
Mapk13,29.76366525,-1.729340434,0.518774395
Srpk1,853.7282941,-0.023242248,0.852162575
Pax3,5.500899173,1.268192363,
Lbr,448.3223056,0.17157555,0.335932119
Crabp2,7.868469625,-3.223207018,
Nes,689.466183,-0.23261409,0.489098406
Bcan,1.292812574,1.106265863,
Hapln2,1.14844639,0.914717865,
Prcc,950.9885113,0.122196549,0.205570604
Rrnad1,974.8059014,-0.04924218,0.678203755
Hdgf,5017.25059,0.103195441,0.634469689
Slc25a18,6.022229345,0.221588129,
Thop1,533.0448767,-0.072375533,0.754226972
Apba3,1078.592379,0.114597174,0.628870555
Matk,35.7383689,0.068410328,0.872664604
Pias4,649.1428547,0.23450032,0.070009478
Map2k1,1155.107643,0.011985021,0.962665058
Sgta,4537.340036,0.194416591,0.174790277
Nmrk2,65.93008242,1.82221954,0.478102531
Tmem242,982.854274,-0.046715943,0.828732127
Dtx2,1746.176019,-0.240061344,0.193574757
Zp3,0.226268562,1.402311356,
Hspb1,1480.670944,0.516842434,0.611300649
Rasa4,962.2476218,-0.022242861,0.968073272
Syt5,0.459977343,0.805897332,
Hnrnpa2b1,6801.567962,-0.070454767,0.71861998
Fxyd4,3.871947579,-1.820806725,
Ccdc130,181.0876423,0.081908174,0.708108594
Mri1,450.7790651,0.207778155,0.059605258
Prkacb,2041.317753,0.095504224,0.339620068
Sgsh,633.52144,-0.166651285,0.227748411
Chd5,9.692840762,-0.286845713,
Cstb,894.2668553,0.041415926,0.877494075
Sh2b2,1728.598429,-0.0998042,0.757221394
Pex5,1737.211106,0.223091712,0.040339658
Jkamp,918.9681232,0.117137196,0.510632525
Cd44,436.8958657,-0.200845657,0.612821613
Slc1a2,2.332825976,1.879691019,
Eif2ak4,310.1597477,0.126282485,0.457193792
Wdr1,2690.956122,-0.059365648,0.693371996
Slc2a9,81.08010292,0.293321706,0.232540866
Ccn4,18.65604607,-0.139468693,
Ndrg1,4399.543749,-0.176038684,0.722399616
4930550C14Rik,19.75837337,0.355905148,0.519205909
Man2b1,3175.759061,-0.020230236,0.946953379
Klf5,60.83715894,0.143230297,0.898310061
Wdr83,766.1815356,0.012707236,0.947871569
Prdx2,2732.951446,0.082124943,0.557697186
Polr2a,2792.693844,0.159468533,0.189661547
Shbg,0.279919557,1.402311356,
Senp3,1362.140429,0.0201333,0.876478004
Corin,6.868705284,-0.044897753,
Plekha8,273.9097034,-0.002011509,0.993796817
Spc25,29.82006195,-0.763600726,0.121303825
Dnah2,26.92086115,-0.179803982,0.756811651
Ripk4,76.25058459,-0.549498021,0.407308272
Ufd1,1467.178658,0.097982004,0.364736883
Zfp287,58.74750002,-0.275412731,0.439234699
Prlr,531.1289001,-0.042093751,0.9336574
Letm1,1702.370211,0.1707501,0.598841464
Ubqln1,5558.688117,-0.12166824,0.3491683
Fgfr4,5.320633411,1.988430573,
Cadm3,1391.511986,-0.122912618,0.744197236
Fcer1a,9.327436499,-0.123666848,
Txn2,3392.707826,0.050191663,0.82837697
Casp14,10.46792169,-1.31039073,
Slc1a6,1.839508145,-0.91069321,
Slc1a3,8551.513473,-0.2645466,0.564843087
Crbn,935.4593209,0.020916667,0.932786052
Il5ra,4.701650469,-0.31266618,
Msh6,537.6925668,0.102935446,0.584581269
Fbxo11,1453.294186,0.051706037,0.743724943
Mlxipl,4388.074674,-0.080653468,0.821302627
Tbl2,1555.608106,-0.222448884,0.206749492
Bud23,790.8014382,0.011604303,0.944714498
Nid1,22197.29444,-0.398920086,0.000104644
Mcm5,99.07347804,-0.461574358,0.152721225
Hmox1,1093.633892,-0.020577231,0.968221856
Mprip,6583.362402,-0.076448353,0.391067514
Cic,2832.335201,0.057178173,0.693946863
Pafah1b3,54.1754517,0.076184466,0.869119016
Il27ra,52.13901351,-0.078605239,0.881466021
Prkaca,4694.935488,0.061921161,0.852554969
Asf1b,40.91746839,-0.054362776,0.932786052
Myl10,0.294551779,0.028336875,
Ddx39a,1029.738573,-0.140318455,0.274566541
Dnajb1,945.6333777,-0.004072696,0.993979005
Msh4,1.45103702,2.275954396,
Usp40,744.3385982,-0.109500549,0.403588489
Evx1,0.071137779,-0.315163641,
Kbtbd4,679.0552164,0.047717727,0.742236299
Celf1,2520.582763,0.046604556,0.747177475
Ndufs3,2327.406874,0.337788432,0.091223239
Por,15219.86098,-0.147236357,0.501482584
Igf1r,652.4291863,0.227690409,0.281270917
Insr,3475.044109,0.013290655,0.967186613
Fcer2a,12.0023214,1.920342926,
Cyp2a5,0.078829579,-0.315163641,
Atp4a,0.305607177,0.028338981,
Trim28,2461.172312,0.058860352,0.70716593
Ube2m,2669.499565,0.256754436,0.101453078
Adcy9,373.9765777,0.330366651,0.417310304
Mef2c,1769.837991,1.90866736,0.047334824
Ctr9,1166.139897,-0.173009008,0.2980776
Eif4g2,20287.72009,0.008969906,0.963222436
Irag1,201.5700035,-0.008315695,0.990835798
Pcyt1a,2300.784467,0.091156735,0.730484127
Zfp592,1280.704038,0.147056626,0.333151339
Psmd4,2508.117197,0.330067157,0.005847859
Tmod4,542.6052642,2.863651777,0.074878206
Insrr,18.43276407,-0.228464092,
Cabp5,0.07100201,-0.315163641,
Snx6,1052.598737,-0.04951685,0.768523627
Mthfd2,95.90392302,0.245786668,0.449741236
Kit,244.2374437,0.28403532,0.206455443
Tomm40l,740.3913951,-0.035633032,0.871679105
Nr1i3,568.1400266,-0.018981854,0.942327151
Apoa2,6.860459378,0.201879767,
Pan2,761.3560404,0.150818176,0.417466087
Cs,16118.15833,0.256493364,0.410888342
Ampd3,873.5159956,-0.008387976,0.988803084
Bcas2,631.4992562,-0.090874047,0.577372587
Sh2d1a,2.770703355,1.476927995,
Ctcf,1336.481309,0.034887609,0.803204775
Pard6a,163.0256857,0.318062364,0.074224233
Agrp,33.60897705,0.689858163,0.046841698
Pvalb,14340.68434,3.041909959,0.141427529
Tfap4,96.83248266,0.392893236,0.186752618
Ranbp1,783.8865044,-0.153696848,0.317141116
Cd247,199.6124135,-0.053731,0.864707221
Rfx5,393.2504847,0.067541569,0.683776176
Psmb4,2112.379605,0.132340141,0.272269989
Mmp8,4.806966414,0.151924516,
Slc30a4,883.637988,0.169373971,0.190605538
Sqor,3034.143374,-0.191633311,0.316386979
Bloc1s6,578.8076374,0.08230173,0.541372305
Metap1,909.0893083,0.120821891,0.499365299
Gpr108,1578.417846,0.043241895,0.794027799
Tnfsf14,8.423107095,0.310736019,
Gata6,464.081228,-0.093618054,0.772346328
Rsl1d1,1070.920798,0.084333737,0.556724474
Cnga2,2.827704042,0.766379742,
Apc,2154.848037,-0.049579842,0.755932305
Reep5,8140.210835,-0.181034088,0.238464059
Ergic3,2009.266652,-0.131469869,0.393900017
Uqcc1,990.4572588,0.025831095,0.933533913
Spo11,3.044481567,0.982613126,
Ncoa2,1785.077169,-0.079481543,0.628811738
Trh,0.072440546,-0.315163641,
Nr2c2,1174.911758,0.077445195,0.71861998
Nr2c1,432.8939044,0.009417156,0.964761974
Smpd4,783.9195607,0.02610572,0.877698873
Pex1,679.3069689,0.015610671,0.947320261
Otx1,0.28543435,-0.838591541,
Kctd20,1665.424686,0.012341949,0.9361226
Itgae,83.23868226,-0.212968413,0.692570043
Ctns,588.3153941,0.072694162,0.691080657
P2rx5,101.5733733,1.167808431,0.004904101
Shpk,527.2238696,0.160005413,0.209954527
Trpv1,278.2249208,0.253359,0.6431584
Ephb3,140.9584548,-0.591407968,0.375795575
Tuft1,49.70859708,0.256764424,0.818117819
Rcn1,964.4577762,-0.399892416,0.023517038
Dnase1,131.4945136,-0.015185456,0.957647171
Trap1,4254.497059,-0.015325816,0.94302061
Naa60,2285.184298,-0.229549016,0.172666735
1700037C18Rik,898.453415,-0.196692009,0.32404693
Ankrd13d,60.29081865,-0.190689019,0.579947963
Tyrp1,17.49949196,1.187507204,
Tpr,3811.697348,-0.061443639,0.681695084
Pdc,0.376785929,-1.23538365,
Odr4,1313.421299,-0.094671889,0.36277727
Prg4,312.4483535,0.595528842,0.60055581
Dhx34,495.6812051,-0.023475232,0.938139717
Kptn,317.7263934,-0.054453856,0.84476306
Napa,3868.921719,0.077581539,0.672163018
Sra1,1154.58798,-0.175282507,0.189337105
Calcoco2,0.071137779,-0.315163641,
Atp5g1,1561.088527,0.88807501,0.072597155
Snf8,530.3686566,0.000371614,0.999283571
Tbcb,722.4850279,-0.027216619,0.922508736
Inpp5k,1454.319323,0.106306276,0.531173399
Crkl,1050.302224,0.136519351,0.183416909
Upk3bl,0.214444566,-1.280098001,
Eps8l1,153.6492288,-0.338553443,0.719798089
Clint1,1677.471116,-0.018650224,0.883042732
Prss16,1.093911407,0.774691811,
Cdkal1,244.2377655,0.115520713,0.667342133
Cdcp3,1.5799853,-0.761166456,
Htra1,3795.145604,-0.291370462,0.197180428
Zbtb17,365.0007359,0.304144628,0.205734171
Clcnkb,1.499000866,1.106079706,
Fam131c,0.974337236,0.606905371,
Fblim1,212.9892395,0.063175465,0.849045369
Hspb7,2025.491852,3.344494406,0.059954874
Epor,116.6071278,-0.0817715,0.837388777
Ccdc159,105.1955378,-0.253835497,0.357964244
Mob1b,732.3010658,0.24256313,0.050356034
Atp6v1b1,4.797479781,-0.494835732,
Vax1,0.07100201,-0.315163641,
Atp6v1b2,2866.015129,-0.042738378,0.778940469
Eps15l1,1066.212596,-0.090379031,0.557999793
Tep1,1848.391428,-0.2387622,0.030548937
Ttc5,540.298583,-0.069391892,0.696629837
Osgep,800.1089962,-0.115396793,0.431912731
Aamp,3188.484875,-0.076072513,0.618527515
Tmbim1,4031.36484,-0.128154024,0.49239154
Arpc2,2933.962651,-0.067016236,0.667726877
Kmt2b,1592.601152,0.097553784,0.344716262
Zbtb32,55.81518066,-0.036486624,0.948271038
Upk1a,10.54726493,1.016529346,
Tmem147,1248.102519,0.267418124,0.298881535
Rps9,7713.313454,-0.06262312,0.681695084
Tfpt,275.8860578,-0.098366454,0.649460756
Susd2,231.5999313,-0.107735304,0.858554702
Ggt5,837.4177328,-0.268438476,0.318644146
Ggt1,16.83194481,-0.840090177,
Crip2,2185.766219,-0.688598675,0.001738384
Crip1,1793.053092,0.038482381,0.932786052
Cbfa2t3,608.9983206,0.041557817,0.888791158
Fbln1,1060.45912,-0.032169782,0.964612866
Pgrmc1,3257.031384,-0.084494291,0.631868665
Gcat,480.2594364,0.035192313,0.893239173
Tek,1319.954293,-0.089574926,0.619603811
Mpl,7.571862974,-1.905804337,
Elovl1,1192.594886,-0.204484195,0.277670565
Med8,564.0440601,0.029050204,0.897131466
Hyi,289.416335,-0.293910912,0.197180428
Cdc20,28.24090392,-0.438450525,0.558195735
Adamts4,47.32839431,0.44686116,0.389741091
Nectin4,85.39268218,-0.616187736,0.762449568
Pfdn2,530.1820969,0.022577311,0.940313877
Rnf114,1441.526241,0.061738792,0.749926819
Steep1,1484.503291,-0.119557692,0.531002222
Neurl1a,377.10515,2.909603627,0.0685999
Srm,1051.763727,-0.432313296,0.004553217
Epha2,190.8606181,0.157186718,0.781501619
Rbm14,902.3001561,-0.10906024,0.60997479
Actn3,13251.95913,3.381952125,0.088939593
A530013C23Rik,71.52182844,0.11952527,0.834632518
Zdhhc24,328.4810635,-0.010111459,0.965030586
Bbs1,214.8295082,-0.106377851,0.704471087
Slc34a3,0.138462546,-0.796054839,
Ndor1,918.7629723,-0.030604186,0.859469677
Nsmf,1016.583709,0.0251688,0.906152272
Pdk1,1099.828553,0.494456181,0.107168887
Ptbp1,4859.360615,-0.112797324,0.477053654
Mvd,237.2064787,-0.044778309,0.951394089
Cyba,669.5108615,0.197920626,0.611839066
Itih3,5.199034647,0.791873963,
Stimate,787.1757827,-0.060758785,0.745647209
Sfmbt1,531.9111052,0.034099915,0.850129889
Itih1,1.179025246,-2.140787153,
Ihh,3.501371664,0.185514613,
Prkag3,239.2723249,2.00473264,0.124234705
Atp7b,5.065909672,0.500091332,
Slc4a1,41.68365251,-0.47044303,0.65255711
Rundc3a,36.68382109,0.374124494,0.33809849
Slc4a3,379.908046,-0.13471249,0.587124534
Cdt1,66.93265746,0.191107098,0.637760418
Runx1t1,107.712522,-0.251889234,0.329066378
Snai3,25.79319385,1.851027945,0.35020274
Aprt,336.8316019,0.130420736,0.633923711
Gtf2h1,1034.911384,-0.035458237,0.79029506
Hfe,1602.152751,-0.075792229,0.84476306
Abhd1,251.0771697,0.120888024,0.548168418
Slc5a6,2381.265744,0.270812886,0.351151625
Tcf23,8.576948149,1.00966917,
Nphs1,5.665338049,-0.369574745,
Aplp1,28.55000728,-0.102064457,0.873555322
Qrich1,1418.635253,0.046792247,0.675516384
P4htm,61.78188671,0.116445167,0.782077099
Usp19,3803.362391,0.036817722,0.822329011
Pola1,153.5101925,-0.31371965,0.036688603
Cdc42,9436.886675,-0.17291364,0.272213962
Pknox1,403.3332608,-0.102260172,0.474241429
D130043K22Rik,0.797603287,1.188402903,
Gmnn,33.90123546,0.080207636,0.871816512
Acot13,473.7697347,0.331361102,0.186752618
Zfp184,4.635538981,0.439913865,
Cyp27b1,5.690514804,-0.226661486,
Cdk4,2647.208674,-0.061714306,0.719889254
B4galnt1,132.0801421,0.322234744,0.449741236
Mettl1,254.589126,0.000998969,0.999283571
Tspan31,1934.410026,-0.101988541,0.611807594
Kif5b,2987.018456,-0.046047963,0.842160231
Saal1,250.0936603,-0.091346361,0.63203106
Tph2,8.803180218,-0.789251978,
Krt23,71.05098707,-1.236085155,0.401204181
Cnp,848.895072,-0.018288372,0.92552377
Odad4,22.55133202,0.70021339,0.357713892
Sulf2,7188.524203,-0.217534571,0.173605616
Sod2,3756.029949,0.217562179,0.319574989
Tmco6,366.1747679,-0.094080685,0.785938068
Stambp,690.1929889,-0.029371675,0.865747499
Ezh1,1905.258574,-0.170237263,0.382388942
Hap1,24.35425291,0.526435738,0.382161055
P3h4,252.5792539,0.099659886,0.826680745
Ctnnb1,7196.460926,-0.141334638,0.140000158
Eif1b,677.924494,0.022410814,0.916932646
Klk4,0.354128703,-1.987973848,
Chrd,601.8104393,0.144110785,0.563151979
Psmd2,4113.002098,0.116557564,0.544858952
Syngr3,10.42684924,0.249568638,
Vars,1248.32871,0.02674906,0.888618301
Vwa7,41.36084438,2.527788633,0.011439713
Hspa1l,137.3411178,1.503921125,0.050356034
Slc44a4,13.29753326,-1.04489938,
Msh5,16.69793614,0.230236442,
Abhd16a,2184.188153,0.204965989,0.008989171
Neu1,787.3495365,-0.020106679,0.941473274
Ddah2,756.7124718,0.005650288,0.993639884
Clic1,807.084787,-0.032689802,0.927784271
Lsm2,227.0341693,0.034511912,0.88263511
Pole,172.6673072,-0.114807719,0.692569931
Atp1a2,26991.44806,0.378033678,0.07453939
Atp1a4,35.49709532,0.503340006,0.246051167
Casq1,6394.581822,3.286114047,0.067483366
Stx1a,95.84890588,-0.142585104,0.658219862
Zfp775,178.6723651,0.089835986,0.717672553
Scube2,14.18821528,1.813144195,
Mrpl49,887.3631086,-0.166728453,0.373918186
Dennd2c,82.03530197,0.234672032,0.514704299
Mark3,1217.687373,0.1467429969999999,0.264264131
Gatad1,2102.009149,0.093724502,0.5871468
Pcdha10,33.83314133,0.388726948,0.381449643
M6pr,2883.064203,-0.158239622,0.146063167
Lrrc8a,1187.883113,0.115260107,0.537073418
Mc5r,121.6686992,0.163376222,0.827399818
Ppp2r1a,4948.535661,-0.108965921,0.481911769
Fance,458.1580283,0.131301744,0.315356974
Tinf2,641.5552283,0.023649016,0.868819896
Tssk4,11.97189858,-0.060668305,
Hapln4,3.414308582,0.113078434,
Dus3l,530.8191347,0.083383391,0.661687635
Gtpbp3,331.6501986,-0.038650155,0.821782708
Tgfbr1,735.1040677,0.181778904,0.238314148
Homer1,273.6783835,0.761784724,0.188785643
Rad51c,10.60537614,0.122831282,
Gabrb2,1.277791105,-0.584124439,
Cav1,69961.92952,-0.4285812,0.011802846
Arpp19,1133.871002,0.030828527,0.898310061
Bcl2l1,1036.825902,-0.002838089,0.993215781
Khsrp,1726.791247,0.050261879,0.76178381
Dio2,22.21132704,2.174810349,0.016265034
Ccdc124,823.0643653,0.207417493,0.156559653
Cct4,2492.562684,-0.031311001,0.828902719
0610009B22Rik,287.9721286,0.152040701,0.574567481
Cpt1c,170.6402824,0.014810674,0.982078272
Twist2,495.1962845,0.084825988,0.776658928
Zfp655,984.9330877,0.097161842,0.545765475
Rhoa,9015.166298,-0.114607524,0.367249839
Zmiz1,3223.728489,-0.370954149,0.085801202
Ankrd26,194.6530276,0.00806192,0.981560645
Aldh16a1,460.9977317,-0.046958572,0.78988265
Hnrnpa0,1884.211357,0.100828531,0.569303644
Prrg2,661.3053657,0.068216563,0.71861998
Hnrnph1,3454.019709,-0.136130989,0.319972779
Ift43,249.7147251,-0.245832334,0.259433361
Id3,1474.976412,-0.139291809,0.754226972
Tcap,3319.912972,3.405824494,0.065129511
Arid1a,2626.343701,0.095577842,0.551368592
